14,9,28.898,-,17,14,17.37,362127.894
14,11,57.741,-,17,24,47.48,362310.022
14,14,26.708,-,17,35,9.99,362494.518
14,16,55.797,-,17,45,24.82,362681.349
14,19,25.003,-,17,55,31.90,362870.478
14,21,54.326,-,18,5,31.17,363061.871
14,24,23.762,-,18,15,22.57,363255.494
14,26,53.308,-,18,25,6.01,363451.309
14,29,22.962,-,18,34,41.46,363649.281
14,31,52.721,-,18,44,8.83,363849.375
14,34,22.582,-,18,53,28.07,364051.554
14,36,52.541,-,19,2,39.12,364255.782
14,39,22.595,-,19,11,41.93,364462.021
14,41,52.741,-,19,20,36.43,364670.236
14,44,22.975,-,19,29,22.57,364880.388
14,46,53.294,-,19,38,0.31,365092.442
14,49,23.694,-,19,46,29.59,365306.359
14,51,54.172,-,19,54,50.35,365522.102
14,54,24.723,-,20,3,2.56,365739.634
14,56,55.343,-,20,11,6.16,365958.917
14,59,26.029,-,20,19,1.12,366179.913
15,1,56.776,-,20,26,47.38,366402.584
15,4,27.580,-,20,34,24.91,366626.892
15,6,58.437,-,20,41,53.67,366852.800
15,9,29.342,-,20,49,13.61,367080.268
15,12,0.291,-,20,56,24.71,367309.260
15,14,31.280,-,21,3,26.93,367539.736
15,17,2.303,-,21,10,20.24,367771.658
15,19,33.356,-,21,17,4.60,368004.989
15,22,4.435,-,21,23,39.98,368239.690
15,24,35.534,-,21,30,6.36,368475.722
15,27,6.649,-,21,36,23.71,368713.048
15,29,37.775,-,21,42,32.01,368951.628
15,32,8.906,-,21,48,31.23,369191.426
15,34,40.037,-,21,54,21.36,369432.403
15,37,11.164,-,22,0,2.37,369674.520
15,39,42.282,-,22,5,34.24,369917.740
15,42,13.384,-,22,10,56.96,370162.024
15,44,44.466,-,22,16,10.52,370407.335
15,47,15.523,-,22,21,14.90,370653.635
15,49,46.549,-,22,26,10.10,370900.887
15,52,17.539,-,22,30,56.09,371149.051
15,54,48.487,-,22,35,32.88,371398.092
15,57,19.388,-,22,40,0.46,371647.971
15,59,50.236,-,22,44,18.82,371898.651
16,2,21.026,-,22,48,27.96,372150.095
16,4,51.753,-,22,52,27.88,372402.267
16,7,22.411,-,22,56,18.58,372655.128
16,9,52.994,-,23,0,0.07,372908.643
16,12,23.498,-,23,3,32.34,373162.775
16,14,53.915,-,23,6,55.40,373417.488
16,17,24.242,-,23,10,9.26,373672.745
16,19,54.471,-,23,13,13.93,373928.510
16,22,24.599,-,23,16,9.41,374184.748
16,24,54.619,-,23,18,55.72,374441.423
16,27,24.525,-,23,21,32.87,374698.500
16,29,54.313,-,23,24,0.87,374955.943
16,32,23.977,-,23,26,19.75,375213.717
16,34,53.511,-,23,28,29.51,375471.788
16,37,22.910,-,23,30,30.17,375730.121
16,39,52.168,-,23,32,21.77,375988.682
16,42,21.281,-,23,34,4.31,376247.436
16,44,50.242,-,23,35,37.82,376506.351
16,47,19.047,-,23,37,2.32,376765.391
16,49,47.691,-,23,38,17.84,377024.525
16,52,16.167,-,23,39,24.41,377283.719
16,54,44.472,-,23,40,22.06,377542.941
16,57,12.599,-,23,41,10.81,377802.157
16,59,40.544,-,23,41,50.69,378061.335
17,2,8.302,-,23,42,21.73,378320.445
17,4,35.868,-,23,42,43.98,378579.453
17,7,3.237,-,23,42,57.46,378838.328
17,9,30.404,-,23,43,2.20,379097.041
17,11,57.365,-,23,42,58.25,379355.559
17,14,24.115,-,23,42,45.64,379613.852
17,16,50.648,-,23,42,24.41,379871.890
17,19,16.962,-,23,41,54.60,380129.643
17,21,43.051,-,23,41,16.25,380387.082
17,24,8.910,-,23,40,29.40,380644.177
17,26,34.537,-,23,39,34.10,380900.900
17,28,59.926,-,23,38,30.38,381157.221
17,31,25.073,-,23,37,18.29,381413.112
17,33,49.974,-,23,35,57.88,381668.546
17,36,14.625,-,23,34,29.19,381923.495
17,38,39.023,-,23,32,52.27,382177.931
17,41,3.164,-,23,31,7.17,382431.828
17,43,27.044,-,23,29,13.93,382685.158
17,45,50.659,-,23,27,12.61,382937.896
17,48,14.006,-,23,25,3.25,383190.015
17,50,37.081,-,23,22,45.91,383441.490
17,52,59.882,-,23,20,20.64,383692.295
17,55,22.405,-,23,17,47.48,383942.406
17,57,44.646,-,23,15,6.50,384191.797
18,0,6.604,-,23,12,17.74,384440.444
18,2,28.275,-,23,9,21.25,384688.324
18,4,49.655,-,23,6,17.10,384935.413
18,7,10.744,-,23,3,5.34,385181.688
18,9,31.537,-,22,59,46.02,385427.124
18,11,52.033,-,22,56,19.20,385671.701
18,14,12.228,-,22,52,44.94,385915.396
18,16,32.122,-,22,49,3.28,386158.186
18,18,51.710,-,22,45,14.30,386400.051
18,21,10.993,-,22,41,18.04,386640.969
18,23,29.966,-,22,37,14.57,386880.919
18,25,48.629,-,22,33,3.94,387119.880
18,28,6.980,-,22,28,46.21,387357.834
18,30,25.017,-,22,24,21.44,387594.758
18,32,42.739,-,22,19,49.69,387830.636
18,35,0.143,-,22,15,11.01,388065.446
18,37,17.230,-,22,10,25.48,388299.171
18,39,33.996,-,22,5,33.14,388531.791
18,41,50.442,-,22,0,34.06,388763.289
18,44,6.565,-,21,55,28.31,388993.648
18,46,22.366,-,21,50,15.92,389222.849
18,48,37.843,-,21,44,56.98,389450.876
18,50,52.995,-,21,39,31.54,389677.712
18,53,7.822,-,21,33,59.66,389903.340
18,55,22.324,-,21,28,21.40,390127.744
18,57,36.498,-,21,22,36.82,390350.910
18,59,50.346,-,21,16,45.99,390572.821
19,2,3.867,-,21,10,48.96,390793.462
19,4,17.061,-,21,4,45.79,391012.820
19,6,29.927,-,20,58,36.55,391230.878
19,8,42.465,-,20,52,21.30,391447.624
19,10,54.676,-,20,46,0.10,391663.044
19,13,6.559,-,20,39,33.01,391877.124
19,15,18.116,-,20,33,0.08,392089.851
19,17,29.345,-,20,26,21.39,392301.212
19,19,40.248,-,20,19,36.99,392511.196
19,21,50.825,-,20,12,46.94,392719.790
19,24,1.076,-,20,5,51.30,392926.983
19,26,11.003,-,19,58,50.14,393132.762
19,28,20.605,-,19,51,43.51,393337.117
19,30,29.884,-,19,44,31.47,393540.037
19,32,38.840,-,19,37,14.09,393741.512
19,34,47.475,-,19,29,51.42,393941.531
19,36,55.788,-,19,22,23.53,394140.085
19,39,3.783,-,19,14,50.46,394337.163
19,41,11.459,-,19,7,12.29,394532.757
19,43,18.817,-,18,59,29.07,394726.858
19,45,25.860,-,18,51,40.87,394919.457
19,47,32.588,-,18,43,47.73,395110.545
19,49,39.003,-,18,35,49.72,395300.115
19,51,45.106,-,18,27,46.90,395488.159
19,53,50.898,-,18,19,39.32,395674.669
19,55,56.382,-,18,11,27.04,395859.638
19,58,1.559,-,18,3,10.12,396043.060
20,0,6.431,-,17,54,48.62,396224.927
20,2,11.000,-,17,46,22.60,396405.233
20,4,15.266,-,17,37,52.11,396583.972
20,6,19.233,-,17,29,17.20,396761.138
20,8,22.902,-,17,20,37.95,396936.726
20,10,26.274,-,17,11,54.39,397110.730
20,12,29.353,-,17,3,6.59,397283.145
20,14,32.141,-,16,54,14.60,397453.967
20,16,34.638,-,16,45,18.49,397623.191
20,18,36.848,-,16,36,18.29,397790.813
20,20,38.772,-,16,27,14.08,397956.829
20,22,40.414,-,16,18,5.89,398121.235
20,24,41.774,-,16,8,53.80,398284.027
20,26,42.856,-,15,59,37.84,398445.202
20,28,43.663,-,15,50,18.09,398604.758
20,30,44.195,-,15,40,54.58,398762.691
20,32,44.456,-,15,31,27.37,398918.999
20,34,44.449,-,15,21,56.52,399073.680
20,36,44.176,-,15,12,22.07,399226.731
20,38,43.639,-,15,2,44.09,399378.151
20,40,42.840,-,14,53,2.62,399527.937
20,42,41.784,-,14,43,17.71,399676.090
20,44,40.472,-,14,33,29.42,399822.606
20,46,38.907,-,14,23,37.79,399967.486
20,48,37.091,-,14,13,42.89,400110.728
20,50,35.028,-,14,3,44.75,400252.332
20,52,32.720,-,13,53,43.43,400392.297
20,54,30.171,-,13,43,38.98,400530.624
20,56,27.382,-,13,33,31.45,400667.312
20,58,24.357,-,13,23,20.89,400802.362
21,0,21.098,-,13,13,7.35,400935.774
21,2,17.609,-,13,2,50.88,401067.548
21,4,13.893,-,12,52,31.52,401197.685
21,6,9.951,-,12,42,9.33,401326.186
21,8,5.789,-,12,31,44.36,401453.052
21,10,1.407,-,12,21,16.64,401578.285
21,11,56.810,-,12,10,46.24,401701.886
21,13,52.000,-,12,0,13.19,401823.857
21,15,46.980,-,11,49,37.55,401944.199
21,17,41.754,-,11,38,59.36,402062.914
21,19,36.324,-,11,28,18.67,402180.004
21,21,30.694,-,11,17,35.52,402295.472
21,23,24.867,-,11,6,49.97,402409.321
21,25,18.845,-,10,56,2.05,402521.551
21,27,12.632,-,10,45,11.82,402632.167
21,29,6.232,-,10,34,19.33,402741.171
21,30,59.646,-,10,23,24.60,402848.566
21,32,52.879,-,10,12,27.70,402954.355
21,34,45.933,-,10,1,28.67,403058.541
21,36,38.812,-,9,50,27.54,403161.128
21,38,31.519,-,9,39,24.38,403262.119
21,40,24.057,-,9,28,19.21,403361.517
21,42,16.429,-,9,17,12.09,403459.327
21,44,8.639,-,9,6,3.06,403555.553
21,46,0.689,-,8,54,52.16,403650.197
21,47,52.584,-,8,43,39.44,403743.265
21,49,44.325,-,8,32,24.94,403834.760
21,51,35.917,-,8,21,8.70,403924.686
21,53,27.363,-,8,9,50.78,404013.049
21,55,18.665,-,7,58,31.20,404099.851
21,57,9.828,-,7,47,10.02,404185.099
21,59,0.854,-,7,35,47.27,404268.796
22,0,51.747,-,7,24,23.00,404350.946
22,2,42.510,-,7,12,57.26,404431.556
22,4,33.146,-,7,1,30.08,404510.630
22,6,23.658,-,6,50,1.51,404588.172
22,8,14.051,-,6,38,31.59,404664.188
22,10,4.326,-,6,27,0.35,404738.683
22,11,54.488,-,6,15,27.85,404811.661
22,13,44.539,-,6,3,54.13,404883.128
22,15,34.483,-,5,52,19.22,404953.090
22,17,24.323,-,5,40,43.17,405021.551
22,19,14.063,-,5,29,6.02,405088.517
22,21,3.706,-,5,17,27.80,405153.994
22,22,53.254,-,5,5,48.57,405217.986
22,24,42.712,-,4,54,8.37,405280.500
22,26,32.082,-,4,42,27.23,405341.540
22,28,21.369,-,4,30,45.19,405401.113
22,30,10.574,-,4,19,2.30,405459.223
22,31,59.702,-,4,7,18.59,405515.878
22,33,48.755,-,3,55,34.12,405571.081
22,35,37.737,-,3,43,48.91,405624.840
22,37,26.652,-,3,32,3.01,405677.159
22,39,15.502,-,3,20,16.46,405728.045
22,41,4.291,-,3,8,29.30,405777.504
22,42,53.021,-,2,56,41.57,405825.540
22,44,41.698,-,2,44,53.31,405872.160
22,46,30.322,-,2,33,4.56,405917.369
22,48,18.898,-,2,21,15.36,405961.175
22,50,7.430,-,2,9,25.76,406003.581
22,51,55.919,-,1,57,35.78,406044.594
22,53,44.370,-,1,45,45.48,406084.221
22,55,32.786,-,1,33,54.90,406122.466
22,57,21.170,-,1,22,4.06,406159.335
22,59,9.525,-,1,10,13.02,406194.835
23,0,57.854,-,0,58,21.81,406228.971
23,2,46.161,-,0,46,30.47,406261.749
23,4,34.448,-,0,34,39.05,406293.174
23,6,22.720,-,0,22,47.58,406323.253
23,8,10.979,-,0,10,56.10,406351.991
23,9,59.228,+,0,0,55.34,406379.394
23,11,47.471,+,0,12,46.71,406405.467
23,13,35.711,+,0,24,37.96,406430.216
23,15,23.950,+,0,36,29.06,406453.647
23,17,12.193,+,0,48,19.97,406475.766
23,19,0.442,+,1,0,10.64,406496.577
23,20,48.700,+,1,12,1.03,406516.087
23,22,36.971,+,1,23,51.11,406534.301
23,24,25.258,+,1,35,40.84,406551.224
23,26,13.563,+,1,47,30.17,406566.862
23,28,1.891,+,1,59,19.06,406581.220
23,29,50.243,+,2,11,7.47,406594.303
23,31,38.624,+,2,22,55.37,406606.117
23,33,27.035,+,2,34,42.71,406616.668
23,35,15.481,+,2,46,29.44,406625.959
23,37,3.965,+,2,58,15.54,406633.996
23,38,52.489,+,3,10,0.96,406640.785
23,40,41.056,+,3,21,45.66,406646.330
23,42,29.671,+,3,33,29.60,406650.636
23,44,18.334,+,3,45,12.73,406653.708
23,46,7.051,+,3,56,55.02,406655.552
23,47,55.823,+,4,8,36.43,406656.171
23,49,44.653,+,4,20,16.91,406655.570
23,51,33.546,+,4,31,56.42,406653.754
23,53,22.503,+,4,43,34.92,406650.728
23,55,11.527,+,4,55,12.38,406646.496
23,57,0.623,+,5,6,48.74,406641.063
23,58,49.791,+,5,18,23.97,406634.433
0,0,39.037,+,5,29,58.02,406626.609
0,2,28.361,+,5,41,30.86,406617.597
0,4,17.768,+,5,53,2.44,406607.401
0,6,7.261,+,6,4,32.72,406596.024
0,7,56.841,+,6,16,1.65,406583.471
0,9,46.512,+,6,27,29.21,406569.745
0,11,36.278,+,6,38,55.33,406554.850
0,13,26.139,+,6,50,19.99,406538.791
0,15,16.101,+,7,1,43.13,406521.570
0,17,6.165,+,7,13,4.73,406503.192
0,18,56.334,+,7,24,24.72,406483.659
0,20,46.610,+,7,35,43.08,406462.975
0,22,36.998,+,7,46,59.75,406441.144
0,24,27.499,+,7,58,14.70,406418.169
0,26,18.116,+,8,9,27.88,406394.053
0,28,8.852,+,8,20,39.25,406368.799
0,29,59.710,+,8,31,48.76,406342.410
0,31,50.692,+,8,42,56.38,406314.889
0,33,41.801,+,8,54,2.05,406286.239
0,35,33.040,+,9,5,5.74,406256.462
0,37,24.411,+,9,16,7.40,406225.561
0,39,15.917,+,9,27,6.99,406193.539
0,41,7.560,+,9,38,4.46,406160.399
0,42,59.343,+,9,48,59.77,406126.141
0,44,51.269,+,9,59,52.87,406090.770
0,46,43.340,+,10,10,43.72,406054.287
0,48,35.559,+,10,21,32.28,406016.694
0,50,27.928,+,10,32,18.50,405977.993
0,52,20.449,+,10,43,2.33,405938.186
0,54,13.125,+,10,53,43.74,405897.275
0,56,5.959,+,11,4,22.67,405855.262
0,57,58.952,+,11,14,59.09,405812.149
0,59,52.108,+,11,25,32.94,405767.936
1,1,45.428,+,11,36,4.18,405722.626
1,3,38.916,+,11,46,32.76,405676.220
1,5,32.572,+,11,56,58.65,405628.719
1,7,26.399,+,12,7,21.79,405580.124
1,9,20.401,+,12,17,42.14,405530.437
1,11,14.578,+,12,27,59.65,405479.659
1,13,8.933,+,12,38,14.27,405427.790
1,15,3.469,+,12,48,25.97,405374.832
1,16,58.186,+,12,58,34.69,405320.785
1,18,53.088,+,13,8,40.39,405265.650
1,20,48.177,+,13,18,43.01,405209.428
1,22,43.454,+,13,28,42.53,405152.119
1,24,38.922,+,13,38,38.88,405093.724
1,26,34.582,+,13,48,32.02,405034.242
1,28,30.436,+,13,58,21.90,404973.676
1,30,26.487,+,14,8,8.49,404912.024
1,32,22.736,+,14,17,51.72,404849.286
1,34,19.185,+,14,27,31.55,404785.464
1,36,15.835,+,14,37,7.94,404720.557
1,38,12.690,+,14,46,40.84,404654.564
1,40,9.749,+,14,56,10.20,404587.487
1,42,7.016,+,15,5,35.97,404519.323
1,44,4.491,+,15,14,58.11,404450.074
1,46,2.176,+,15,24,16.57,404379.739
1,48,0.073,+,15,33,31.29,404308.318
1,49,58.183,+,15,42,42.24,404235.809
1,51,56.508,+,15,51,49.36,404162.213
1,53,55.050,+,16,0,52.61,404087.529
1,55,53.809,+,16,9,51.94,404011.756
1,57,52.786,+,16,18,47.30,403934.893
1,59,51.985,+,16,27,38.64,403856.940
2,1,51.404,+,16,36,25.92,403777.896
2,3,51.047,+,16,45,9.08,403697.760
2,5,50.913,+,16,53,48.08,403616.531
2,7,51.005,+,17,2,22.88,403534.208
2,9,51.322,+,17,10,53.41,403450.790
2,11,51.867,+,17,19,19.64,403366.276
2,13,52.640,+,17,27,41.51,403280.665
2,15,53.643,+,17,35,58.98,403193.955
2,17,54.875,+,17,44,11.99,403106.146
2,19,56.338,+,17,52,20.51,403017.235
2,21,58.032,+,18,0,24.48,402927.223
2,23,59.959,+,18,8,23.86,402836.107
2,26,2.119,+,18,16,18.59,402743.886
2,28,4.513,+,18,24,8.63,402650.558
2,30,7.141,+,18,31,53.93,402556.123
2,32,10.004,+,18,39,34.44,402460.579
2,34,13.102,+,18,47,10.11,402363.925
2,36,16.435,+,18,54,40.90,402266.158
2,38,20.005,+,19,2,6.76,402167.277
2,40,23.811,+,19,9,27.64,402067.281
2,42,27.853,+,19,16,43.49,401966.169
2,44,32.132,+,19,23,54.26,401863.939
2,46,36.648,+,19,30,59.91,401760.588
2,48,41.400,+,19,38,0.39,401656.116
2,50,46.390,+,19,44,55.66,401550.522
2,52,51.616,+,19,51,45.66,401443.803
2,54,57.079,+,19,58,30.34,401335.957
2,57,2.779,+,20,5,9.67,401226.984
2,59,8.715,+,20,11,43.59,401116.882
3,1,14.886,+,20,18,12.07,401005.650
3,3,21.294,+,20,24,35.04,400893.285
3,5,27.936,+,20,30,52.47,400779.786
3,7,34.814,+,20,37,4.30,400665.152
3,9,41.925,+,20,43,10.50,400549.381
3,11,49.270,+,20,49,11.02,400432.472
3,13,56.848,+,20,55,5.81,400314.424
3,16,4.658,+,21,0,54.83,400195.234
3,18,12.699,+,21,6,38.03,400074.903
3,20,20.971,+,21,12,15.36,399953.427
3,22,29.472,+,21,17,46.79,399830.807
3,24,38.202,+,21,23,12.27,399707.040
3,26,47.159,+,21,28,31.75,399582.126
3,28,56.343,+,21,33,45.19,399456.064
3,31,5.752,+,21,38,52.55,399328.852
3,33,15.385,+,21,43,53.79,399200.489
3,35,25.240,+,21,48,48.86,399070.975
3,37,35.316,+,21,53,37.71,398940.308
3,39,45.613,+,21,58,20.32,398808.488
