5,25,49.818,+,23,46,15.22,387576.328
5,28,10.483,+,23,45,16.59,387337.528
5,30,31.285,+,23,44,9.93,387097.693
5,32,52.219,+,23,42,55.20,386856.844
5,35,13.283,+,23,41,32.39,386615.001
5,37,34.473,+,23,40,1.47,386372.187
5,39,55.784,+,23,38,22.44,386128.422
5,42,17.214,+,23,36,35.26,385883.729
5,44,38.758,+,23,34,39.93,385638.130
5,47,0.413,+,23,32,36.44,385391.647
5,49,22.175,+,23,30,24.75,385144.304
5,51,44.041,+,23,28,4.87,384896.124
5,54,6.006,+,23,25,36.78,384647.130
5,56,28.067,+,23,23,0.47,384397.347
5,58,50.220,+,23,20,15.92,384146.800
6,1,12.462,+,23,17,23.13,383895.512
6,3,34.788,+,23,14,22.09,383643.510
6,5,57.195,+,23,11,12.78,383390.817
6,8,19.679,+,23,7,55.22,383137.462
6,10,42.236,+,23,4,29.37,382883.468
6,13,4.863,+,23,0,55.26,382628.863
6,15,27.556,+,22,57,12.86,382373.674
6,17,50.311,+,22,53,22.17,382117.928
6,20,13.124,+,22,49,23.21,381861.652
6,22,35.992,+,22,45,15.95,381604.874
6,24,58.912,+,22,41,0.41,381347.623
6,27,21.879,+,22,36,36.59,381089.925
6,29,44.890,+,22,32,4.49,380831.812
6,32,7.942,+,22,27,24.10,380573.310
6,34,31.031,+,22,22,35.45,380314.451
6,36,54.153,+,22,17,38.52,380055.263
6,39,17.305,+,22,12,33.34,379795.777
6,41,40.483,+,22,7,19.90,379536.023
6,44,3.685,+,22,1,58.23,379276.031
6,46,26.906,+,21,56,28.31,379015.834
6,48,50.144,+,21,50,50.18,378755.461
6,51,13.395,+,21,45,3.84,378494.944
6,53,36.656,+,21,39,9.30,378234.316
6,55,59.924,+,21,33,6.58,377973.607
6,58,23.195,+,21,26,55.70,377712.852
7,0,46.467,+,21,20,36.67,377452.082
7,3,9.736,+,21,14,9.50,377191.331
7,5,33.000,+,21,7,34.23,376930.631
7,7,56.256,+,21,0,50.87,376670.016
7,10,19.501,+,20,53,59.44,376409.520
7,12,42.731,+,20,46,59.96,376149.177
7,15,5.945,+,20,39,52.46,375889.020
7,17,29.139,+,20,32,36.97,375629.086
7,19,52.311,+,20,25,13.50,375369.407
7,22,15.459,+,20,17,42.09,375110.020
7,24,38.579,+,20,10,2.76,374850.960
7,27,1.670,+,20,2,15.55,374592.261
7,29,24.729,+,19,54,20.48,374333.959
7,31,47.754,+,19,46,17.60,374076.091
7,34,10.742,+,19,38,6.92,373818.692
7,36,33.692,+,19,29,48.48,373561.799
7,38,56.601,+,19,21,22.32,373305.448
7,41,19.468,+,19,12,48.48,373049.675
7,43,42.290,+,19,4,7.00,372794.517
7,46,5.065,+,18,55,17.90,372540.012
7,48,27.792,+,18,46,21.24,372286.196
7,50,50.470,+,18,37,17.05,372033.107
7,53,13.095,+,18,28,5.38,371780.781
7,55,35.668,+,18,18,46.27,371529.257
7,57,58.186,+,18,9,19.76,371278.573
8,0,20.648,+,17,59,45.89,371028.765
8,2,43.053,+,17,50,4.73,370779.872
8,5,5.399,+,17,40,16.31,370531.931
8,7,27.685,+,17,30,20.68,370284.982
8,9,49.910,+,17,20,17.89,370039.062
8,12,12.074,+,17,10,8.00,369794.209
8,14,34.174,+,16,59,51.05,369550.462
8,16,56.211,+,16,49,27.10,369307.858
8,19,18.184,+,16,38,56.21,369066.438
8,21,40.091,+,16,28,18.43,368826.238
8,24,1.933,+,16,17,33.81,368587.297
8,26,23.708,+,16,6,42.42,368349.655
8,28,45.417,+,15,55,44.32,368113.349
8,31,7.058,+,15,44,39.55,367878.418
8,33,28.632,+,15,33,28.19,367644.901
8,35,50.139,+,15,22,10.30,367412.836
8,38,11.577,+,15,10,45.94,367182.261
8,40,32.948,+,14,59,15.18,366953.215
8,42,54.250,+,14,47,38.07,366725.737
8,45,15.485,+,14,35,54.69,366499.865
8,47,36.652,+,14,24,5.11,366275.637
8,49,57.752,+,14,12,9.38,366053.091
8,52,18.785,+,14,0,7.59,365832.266
8,54,39.750,+,13,47,59.81,365613.199
8,57,0.650,+,13,35,46.10,365395.928
8,59,21.484,+,13,23,26.53,365180.491
9,1,42.252,+,13,11,1.19,364966.926
9,4,2.956,+,12,58,30.14,364755.270
9,6,23.597,+,12,45,53.46,364545.560
9,8,44.174,+,12,33,11.24,364337.835
9,11,4.690,+,12,20,23.53,364132.129
9,13,25.144,+,12,7,30.44,363928.482
9,15,45.538,+,11,54,32.02,363726.928
9,18,5.873,+,11,41,28.38,363527.504
9,20,26.150,+,11,28,19.57,363330.248
9,22,46.371,+,11,15,5.70,363135.193
9,25,6.536,+,11,1,46.84,362942.376
9,27,26.648,+,10,48,23.08,362751.833
9,29,46.706,+,10,34,54.50,362563.599
9,32,6.714,+,10,21,21.19,362377.708
9,34,26.671,+,10,7,43.23,362194.194
9,36,46.581,+,9,54,0.72,362013.093
9,39,6.444,+,9,40,13.74,361834.438
9,41,26.262,+,9,26,22.38,361658.263
9,43,46.038,+,9,12,26.74,361484.600
9,46,5.772,+,8,58,26.90,361313.484
9,48,25.467,+,8,44,22.96,361144.945
9,50,45.124,+,8,30,15.00,360979.017
9,53,4.746,+,8,16,3.14,360815.731
9,55,24.334,+,8,1,47.45,360655.118
9,57,43.891,+,7,47,28.04,360497.210
10,0,3.418,+,7,33,4.99,360342.037
10,2,22.918,+,7,18,38.42,360189.629
10,4,42.393,+,7,4,8.41,360040.015
10,7,1.845,+,6,49,35.07,359893.225
10,9,21.276,+,6,34,58.50,359749.288
10,11,40.689,+,6,20,18.79,359608.232
10,14,0.086,+,6,5,36.04,359470.084
10,16,19.469,+,5,50,50.37,359334.871
10,18,38.842,+,5,36,1.86,359202.622
10,20,58.205,+,5,21,10.63,359073.361
10,23,17.562,+,5,6,16.77,358947.114
10,25,36.915,+,4,51,20.40,358823.907
10,27,56.267,+,4,36,21.61,358703.764
10,30,15.620,+,4,21,20.51,358586.709
10,32,34.977,+,4,6,17.22,358472.766
10,34,54.340,+,3,51,11.83,358361.957
10,37,13.713,+,3,36,4.45,358254.306
10,39,33.097,+,3,20,55.19,358149.833
10,41,52.495,+,3,5,44.16,358048.560
10,44,11.911,+,2,50,31.47,357950.506
10,46,31.346,+,2,35,17.23,357855.694
10,48,50.804,+,2,20,1.55,357764.140
10,51,10.287,+,2,4,44.53,357675.864
10,53,29.798,+,1,49,26.30,357590.885
10,55,49.339,+,1,34,6.95,357509.218
10,58,8.914,+,1,18,46.61,357430.882
11,0,28.525,+,1,3,25.39,357355.892
11,2,48.175,+,0,48,3.39,357284.263
11,5,7.867,+,0,32,40.74,357216.010
11,7,27.604,+,0,17,17.54,357151.146
11,9,47.387,+,0,1,53.91,357089.687
11,12,7.221,-,0,13,30.04,357031.642
11,14,27.107,-,0,28,54.19,356977.026
11,16,47.049,-,0,44,18.43,356925.848
11,19,7.050,-,0,59,42.64,356878.120
11,21,27.111,-,1,15,6.71,356833.851
11,23,47.236,-,1,30,30.52,356793.051
11,26,7.428,-,1,45,53.96,356755.726
11,28,27.689,-,2,1,16.91,356721.886
11,30,48.022,-,2,16,39.25,356691.537
11,33,8.430,-,2,32,0.87,356664.685
11,35,28.915,-,2,47,21.65,356641.335
11,37,49.479,-,3,2,41.48,356621.493
11,40,10.127,-,3,18,0.24,356605.162
11,42,30.859,-,3,33,17.81,356592.345
11,44,51.679,-,3,48,34.08,356583.045
11,47,12.589,-,4,3,48.93,356577.263
11,49,33.592,-,4,19,2.24,356575.001
11,51,54.691,-,4,34,13.90,356576.258
11,54,15.886,-,4,49,23.78,356581.035
11,56,37.182,-,5,4,31.79,356589.330
11,58,58.581,-,5,19,37.79,356601.140
12,1,20.084,-,5,34,41.67,356616.464
12,3,41.693,-,5,49,43.32,356635.298
12,6,3.413,-,6,4,42.61,356657.637
12,8,25.243,-,6,19,39.44,356683.476
12,10,47.188,-,6,34,33.70,356712.811
12,13,9.248,-,6,49,25.25,356745.634
12,15,31.425,-,7,4,13.99,356781.938
12,17,53.723,-,7,18,59.81,356821.715
12,20,16.142,-,7,33,42.59,356864.958
12,22,38.685,-,7,48,22.22,356911.656
12,25,1.353,-,8,2,58.57,356961.799
12,27,24.149,-,8,17,31.55,357015.377
12,29,47.073,-,8,32,1.04,357072.379
12,32,10.129,-,8,46,26.91,357132.791
12,34,33.316,-,9,0,49.08,357196.602
12,36,56.637,-,9,15,7.41,357263.798
12,39,20.093,-,9,29,21.80,357334.364
12,41,43.686,-,9,43,32.15,357408.286
12,44,7.416,-,9,57,38.33,357485.549
12,46,31.286,-,10,11,40.25,357566.135
12,48,55.296,-,10,25,37.79,357650.028
12,51,19.447,-,10,39,30.84,357737.210
12,53,43.741,-,10,53,19.31,357827.664
12,56,8.178,-,11,7,3.07,357921.370
12,58,32.759,-,11,20,42.03,358018.309
13,0,57.486,-,11,34,16.08,358118.461
13,3,22.357,-,11,47,45.11,358221.805
13,5,47.375,-,12,1,9.03,358328.321
13,8,12.540,-,12,14,27.73,358437.985
13,10,37.852,-,12,27,41.10,358550.776
13,13,3.311,-,12,40,49.06,358666.670
13,15,28.918,-,12,53,51.49,358785.644
13,17,54.673,-,13,6,48.29,358907.674
13,20,20.576,-,13,19,39.38,359032.734
13,22,46.627,-,13,32,24.64,359160.801
13,25,12.825,-,13,45,3.99,359291.847
13,27,39.171,-,13,57,37.33,359425.846
13,30,5.664,-,14,10,4.57,359562.773
13,32,32.304,-,14,22,25.61,359702.598
13,34,59.090,-,14,34,40.36,359845.295
13,37,26.022,-,14,46,48.72,359990.835
13,39,53.098,-,14,58,50.62,360139.190
13,42,20.318,-,15,10,45.95,360290.330
13,44,47.682,-,15,22,34.64,360444.225
13,47,15.187,-,15,34,16.58,360600.845
13,49,42.833,-,15,45,51.71,360760.160
13,52,10.619,-,15,57,19.94,360922.139
13,54,38.543,-,16,8,41.18,361086.750
13,57,6.603,-,16,19,55.34,361253.962
13,59,34.799,-,16,31,2.36,361423.743
14,2,3.128,-,16,42,2.15,361596.059
14,4,31.589,-,16,52,54.63,361770.878
14,7,0.180,-,17,3,39.73,361948.168
